tipo,ref,cor,numero,quantidade,programacao,status,data_lancamento,data_finalizacao
Pesponto,BTCV010,TERRACOTA,40,12,OVERLOQUE  CA TERRACOTA,Finalizado,2026-04-02 18:04:28.657089+00,2026-04-02 18:19:36.683+00
Pesponto,BTCV010,TERRACOTA,41,12,OVERLOQUE  CA TERRACOTA,Finalizado,2026-04-02 18:04:28.657089+00,2026-04-02 18:19:36.683+00
Pesponto,BTCV010,TERRACOTA,42,12,OVERLOQUE  CA TERRACOTA,Finalizado,2026-04-02 18:04:28.657089+00,2026-04-02 18:19:36.683+00
Pesponto,BTCV010,TERRACOTA,43,12,OVERLOQUE  CA TERRACOTA,Finalizado,2026-04-02 18:04:28.657089+00,2026-04-02 18:19:36.683+00
Pesponto,BTCV010,TERRACOTA,44,12,OVERLOQUE  CA TERRACOTA,Finalizado,2026-04-02 18:04:28.657089+00,2026-04-02 18:19:36.683+00
Pesponto,BTCV010,VERMELHO,34,24,OVERLOQUE  CA VERMELHO,Finalizado,2026-04-02 18:05:01.015436+00,2026-04-02 18:19:39.99+00
Pesponto,BTCV010,VERMELHO,35,24,OVERLOQUE  CA VERMELHO,Finalizado,2026-04-02 18:05:01.015436+00,2026-04-02 18:19:39.99+00
Pesponto,BTCV010,VERMELHO,36,36,OVERLOQUE  CA VERMELHO,Finalizado,2026-04-02 18:05:01.015436+00,2026-04-02 18:19:39.99+00
Pesponto,BTCV010,VERMELHO,37,36,OVERLOQUE  CA VERMELHO,Finalizado,2026-04-02 18:05:01.015436+00,2026-04-02 18:19:39.99+00
Pesponto,BTCV010,VERMELHO,38,24,OVERLOQUE  CA VERMELHO,Finalizado,2026-04-02 18:05:01.015436+00,2026-04-02 18:19:39.99+00
Pesponto,BTCV010,VERMELHO,39,24,OVERLOQUE  CA VERMELHO,Finalizado,2026-04-02 18:05:01.015436+00,2026-04-02 18:19:39.99+00
Pesponto,BTCV010,VERMELHO,40,24,OVERLOQUE  CA VERMELHO,Finalizado,2026-04-02 18:05:01.015436+00,2026-04-02 18:19:39.99+00
Pesponto,BTCV010,VERMELHO,41,24,OVERLOQUE  CA VERMELHO,Finalizado,2026-04-02 18:05:01.015436+00,2026-04-02 18:19:39.99+00
Pesponto,BTCV010,VERMELHO,42,24,OVERLOQUE  CA VERMELHO,Finalizado,2026-04-02 18:05:01.015436+00,2026-04-02 18:19:39.99+00
Pesponto,BTCV010,VERMELHO,43,35,OVERLOQUE  CA VERMELHO,Finalizado,2026-04-02 18:05:01.015436+00,2026-04-02 18:19:39.99+00
Pesponto,BTCV010,VERMELHO,44,12,OVERLOQUE  CA VERMELHO,Finalizado,2026-04-02 18:05:01.015436+00,2026-04-02 18:19:39.99+00
Pesponto,CRVTNCV,ALL BLACK,35,41,OVERLOQUE  COURINO ALL BLACK,Finalizado,2026-04-02 18:05:34.844769+00,2026-04-02 18:19:44.63+00
Pesponto,CRVTNCV,ALL BLACK,36,28,OVERLOQUE  COURINO ALL BLACK,Finalizado,2026-04-02 18:05:34.844769+00,2026-04-02 18:19:44.63+00
Pesponto,CRVTNCV,ALL BLACK,37,41,OVERLOQUE  COURINO ALL BLACK,Finalizado,2026-04-02 18:05:34.844769+00,2026-04-02 18:19:44.63+00
Pesponto,CRVTNCV,ALL BLACK,38,36,OVERLOQUE  COURINO ALL BLACK,Finalizado,2026-04-02 18:05:34.844769+00,2026-04-02 18:19:44.63+00
Pesponto,CRVTNCV,ALL BLACK,43,54,OVERLOQUE  COURINO ALL BLACK,Finalizado,2026-04-02 18:05:34.844769+00,2026-04-02 18:19:44.63+00
Pesponto,CRVTNCV,ALL BLACK,44,24,OVERLOQUE  COURINO ALL BLACK,Finalizado,2026-04-02 18:05:34.844769+00,2026-04-02 18:19:44.63+00
Pesponto,CRVTNCV,CARAMELO,34,40,OVERLOQUE COURINO CARAMELO,Finalizado,2026-04-02 18:06:58.027565+00,2026-04-02 18:20:02.868+00
Pesponto,CRVTNCV,CARAMELO,35,24,OVERLOQUE COURINO CARAMELO,Finalizado,2026-04-02 18:06:58.027565+00,2026-04-02 18:20:02.868+00
Pesponto,CRVTNCV,CARAMELO,36,36,OVERLOQUE COURINO CARAMELO,Finalizado,2026-04-02 18:06:58.027565+00,2026-04-02 18:20:02.868+00
Pesponto,CRVTNCV,CARAMELO,37,36,OVERLOQUE COURINO CARAMELO,Finalizado,2026-04-02 18:06:58.027565+00,2026-04-02 18:20:02.868+00
Pesponto,CRVTNCV,CARAMELO,38,24,OVERLOQUE COURINO CARAMELO,Finalizado,2026-04-02 18:06:58.027565+00,2026-04-02 18:20:02.868+00
Pesponto,CRVTNCV,CARAMELO,39,24,OVERLOQUE COURINO CARAMELO,Finalizado,2026-04-02 18:06:58.027565+00,2026-04-02 18:20:02.868+00
Pesponto,CRVTNCV,CARAMELO,40,24,OVERLOQUE COURINO CARAMELO,Finalizado,2026-04-02 18:06:58.027565+00,2026-04-02 18:20:02.868+00
Pesponto,CRVTNCV,CARAMELO,41,60,OVERLOQUE COURINO CARAMELO,Finalizado,2026-04-02 18:06:58.027565+00,2026-04-02 18:20:02.868+00
Pesponto,CRVTNCV,CARAMELO,42,24,OVERLOQUE COURINO CARAMELO,Finalizado,2026-04-02 18:06:58.027565+00,2026-04-02 18:20:02.868+00
Pesponto,CRVTNCV,CARAMELO,43,24,OVERLOQUE COURINO CARAMELO,Finalizado,2026-04-02 18:06:58.027565+00,2026-04-02 18:20:02.868+00
Pesponto,CRVTNCV,CARAMELO,44,24,OVERLOQUE COURINO CARAMELO,Finalizado,2026-04-02 18:06:58.027565+00,2026-04-02 18:20:02.868+00
Pesponto,TNCV010,AZUL BB,37,12,OVERLOQUE CB AZUL BB,Finalizado,2026-04-02 18:07:48.822746+00,2026-04-02 18:20:05.858+00
Pesponto,TNCV010,AZUL BB,38,12,OVERLOQUE CB AZUL BB,Finalizado,2026-04-02 18:07:48.822746+00,2026-04-02 18:20:05.858+00
Pesponto,TNCV010,AZUL BB,39,12,OVERLOQUE CB AZUL BB,Finalizado,2026-04-02 18:07:48.822746+00,2026-04-02 18:20:05.858+00
Pesponto,TNCV010,AZUL BB,40,12,OVERLOQUE CB AZUL BB,Finalizado,2026-04-02 18:07:48.822746+00,2026-04-02 18:20:05.858+00
Pesponto,TNCV010,AZUL BB,41,11,OVERLOQUE CB AZUL BB,Finalizado,2026-04-02 18:07:48.822746+00,2026-04-02 18:20:05.858+00
Pesponto,TNCV010,AZUL BB,43,12,OVERLOQUE CB AZUL BB,Finalizado,2026-04-02 18:07:48.822746+00,2026-04-02 18:20:05.858+00
Pesponto,TNCV010,AZUL BB,44,12,OVERLOQUE CB AZUL BB,Finalizado,2026-04-02 18:07:48.822746+00,2026-04-02 18:20:05.858+00
Pesponto,TNCV010,AMARELO,34,22,OVERLOQUE CB AMARELO,Finalizado,2026-04-02 18:08:30.709168+00,2026-04-02 18:20:08.414+00
Pesponto,TNCV010,AMARELO,35,21,OVERLOQUE CB AMARELO,Finalizado,2026-04-02 18:08:30.709168+00,2026-04-02 18:20:08.414+00
Pesponto,TNCV010,AMARELO,36,16,OVERLOQUE CB AMARELO,Finalizado,2026-04-02 18:08:30.709168+00,2026-04-02 18:20:08.414+00
Pesponto,TNCV010,AMARELO,37,7,OVERLOQUE CB AMARELO,Finalizado,2026-04-02 18:08:30.709168+00,2026-04-02 18:20:08.414+00
Pesponto,TNCV010,AMARELO,38,15,OVERLOQUE CB AMARELO,Finalizado,2026-04-02 18:08:30.709168+00,2026-04-02 18:20:08.414+00
Pesponto,TNCV010,AMARELO,39,21,OVERLOQUE CB AMARELO,Finalizado,2026-04-02 18:08:30.709168+00,2026-04-02 18:20:08.414+00
Pesponto,TNCV010,AMARELO,40,24,OVERLOQUE CB AMARELO,Finalizado,2026-04-02 18:08:30.709168+00,2026-04-02 18:20:08.414+00
Pesponto,TNCV010,AMARELO,41,24,OVERLOQUE CB AMARELO,Finalizado,2026-04-02 18:08:30.709168+00,2026-04-02 18:20:08.414+00
Pesponto,TNCV010,AMARELO,42,24,OVERLOQUE CB AMARELO,Finalizado,2026-04-02 18:08:30.709168+00,2026-04-02 18:20:08.414+00
Pesponto,TNCV010,AMARELO,43,24,OVERLOQUE CB AMARELO,Finalizado,2026-04-02 18:08:30.709168+00,2026-04-02 18:20:08.414+00
Pesponto,TNCV010,AZUL TURQUESA,34,12,OVERLOQUE CB AZUL TURQUESA,Finalizado,2026-04-02 18:08:56.996663+00,2026-04-02 18:20:10.673+00
Pesponto,TNCV010,AZUL TURQUESA,35,12,OVERLOQUE CB AZUL TURQUESA,Finalizado,2026-04-02 18:08:56.996663+00,2026-04-02 18:20:10.673+00
Pesponto,TNCV010,AZUL TURQUESA,36,12,OVERLOQUE CB AZUL TURQUESA,Finalizado,2026-04-02 18:08:56.996663+00,2026-04-02 18:20:10.673+00
Pesponto,TNCV010,AZUL TURQUESA,37,12,OVERLOQUE CB AZUL TURQUESA,Finalizado,2026-04-02 18:08:56.996663+00,2026-04-02 18:20:10.673+00
Pesponto,TNCV010,AZUL TURQUESA,38,12,OVERLOQUE CB AZUL TURQUESA,Finalizado,2026-04-02 18:08:56.996663+00,2026-04-02 18:20:10.673+00
Pesponto,TNCV010,AZUL TURQUESA,39,12,OVERLOQUE CB AZUL TURQUESA,Finalizado,2026-04-02 18:08:56.996663+00,2026-04-02 18:20:10.673+00
Pesponto,TNCV010,AZUL TURQUESA,40,12,OVERLOQUE CB AZUL TURQUESA,Finalizado,2026-04-02 18:08:56.996663+00,2026-04-02 18:20:10.673+00
Pesponto,TNCV010,AZUL TURQUESA,41,12,OVERLOQUE CB AZUL TURQUESA,Finalizado,2026-04-02 18:08:56.996663+00,2026-04-02 18:20:10.673+00
Pesponto,TNCV010,AZUL TURQUESA,42,12,OVERLOQUE CB AZUL TURQUESA,Finalizado,2026-04-02 18:08:56.996663+00,2026-04-02 18:20:10.673+00
Pesponto,TNCV010,AZUL MARINHO,34,8,OVERLOQUE CB AZUL MARINHO,Finalizado,2026-04-02 18:09:38.031921+00,2026-04-02 18:20:13.409+00
Pesponto,TNCV010,AZUL MARINHO,35,12,OVERLOQUE CB AZUL MARINHO,Finalizado,2026-04-02 18:09:38.031921+00,2026-04-02 18:20:13.409+00
Pesponto,TNCV010,AZUL MARINHO,36,48,OVERLOQUE CB AZUL MARINHO,Finalizado,2026-04-02 18:09:38.031921+00,2026-04-02 18:20:13.409+00
Pesponto,TNCV010,AZUL MARINHO,37,48,OVERLOQUE CB AZUL MARINHO,Finalizado,2026-04-02 18:09:38.031921+00,2026-04-02 18:20:13.409+00
Pesponto,TNCV010,AZUL MARINHO,38,12,OVERLOQUE CB AZUL MARINHO,Finalizado,2026-04-02 18:09:38.031921+00,2026-04-02 18:20:13.409+00
Pesponto,TNCV010,AZUL MARINHO,40,2,OVERLOQUE CB AZUL MARINHO,Finalizado,2026-04-02 18:09:38.031921+00,2026-04-02 18:20:13.409+00
Pesponto,TNCV010,AZUL MARINHO,41,2,OVERLOQUE CB AZUL MARINHO,Finalizado,2026-04-02 18:09:38.031921+00,2026-04-02 18:20:13.409+00
Pesponto,TNCV010,AZUL MARINHO,42,36,OVERLOQUE CB AZUL MARINHO,Finalizado,2026-04-02 18:09:38.031921+00,2026-04-02 18:20:13.409+00
Pesponto,TNCV010,AZUL MARINHO,43,35,OVERLOQUE CB AZUL MARINHO,Finalizado,2026-04-02 18:09:38.031921+00,2026-04-02 18:20:13.409+00
Pesponto,TNCV010,AZUL MARINHO,44,12,OVERLOQUE CB AZUL MARINHO,Finalizado,2026-04-02 18:09:38.031921+00,2026-04-02 18:20:13.409+00
Pesponto,TNCV010,BRANCO,34,36,OVERLOQUE CB BRANCO,Finalizado,2026-04-02 18:10:08.056065+00,2026-04-02 18:19:19.746+00
Pesponto,TNCV010,BRANCO,35,48,OVERLOQUE CB BRANCO,Finalizado,2026-04-02 18:10:08.056065+00,2026-04-02 18:19:19.746+00
Pesponto,TNCV010,BRANCO,36,48,OVERLOQUE CB BRANCO,Finalizado,2026-04-02 18:10:08.056065+00,2026-04-02 18:19:19.746+00
Pesponto,TNCV010,BRANCO,37,60,OVERLOQUE CB BRANCO,Finalizado,2026-04-02 18:10:08.056065+00,2026-04-02 18:19:19.746+00
Pesponto,TNCV010,BRANCO,38,36,OVERLOQUE CB BRANCO,Finalizado,2026-04-02 18:10:08.056065+00,2026-04-02 18:19:19.746+00
Pesponto,TNCV010,BRANCO,39,48,OVERLOQUE CB BRANCO,Finalizado,2026-04-02 18:10:08.056065+00,2026-04-02 18:19:19.746+00
Pesponto,TNCV010,BRANCO,40,24,OVERLOQUE CB BRANCO,Finalizado,2026-04-02 18:10:08.056065+00,2026-04-02 18:19:19.746+00
Pesponto,TNCV010,BRANCO,41,36,OVERLOQUE CB BRANCO,Finalizado,2026-04-02 18:10:08.056065+00,2026-04-02 18:19:19.746+00
Pesponto,TNCV010,BRANCO,42,67,OVERLOQUE CB BRANCO,Finalizado,2026-04-02 18:10:08.056065+00,2026-04-02 18:19:19.746+00
Pesponto,TNCV010,BRANCO,43,60,OVERLOQUE CB BRANCO,Finalizado,2026-04-02 18:10:08.056065+00,2026-04-02 18:19:19.746+00
Pesponto,TNCV010,BRANCO,44,48,OVERLOQUE CB BRANCO,Finalizado,2026-04-02 18:10:08.056065+00,2026-04-02 18:19:19.746+00
Pesponto,TNCV010,BEGE,34,34,OVERLOQUE CB BEGE,Finalizado,2026-04-02 18:10:47.702309+00,2026-04-02 18:20:20.194+00
Pesponto,TNCV010,BEGE,39,24,OVERLOQUE CB BEGE,Finalizado,2026-04-02 18:10:47.702309+00,2026-04-02 18:20:20.194+00
Pesponto,TNCV010,BEGE,40,36,OVERLOQUE CB BEGE,Finalizado,2026-04-02 18:10:47.702309+00,2026-04-02 18:20:20.194+00
Pesponto,TNCV010,BEGE,41,36,OVERLOQUE CB BEGE,Finalizado,2026-04-02 18:10:47.702309+00,2026-04-02 18:20:20.194+00
Pesponto,TNCV010,BEGE,42,35,OVERLOQUE CB BEGE,Finalizado,2026-04-02 18:10:47.702309+00,2026-04-02 18:20:20.194+00
Pesponto,TNCV010,BEGE,43,36,OVERLOQUE CB BEGE,Finalizado,2026-04-02 18:10:47.702309+00,2026-04-02 18:20:20.194+00
Pesponto,TNCV010,BEGE,44,12,OVERLOQUE CB BEGE,Finalizado,2026-04-02 18:10:47.702309+00,2026-04-02 18:20:20.194+00
Pesponto,TNCV010,ALL BLACK,34,31,OVERLOQUE CB ALL BLACK,Finalizado,2026-04-02 18:11:28.111369+00,2026-04-02 18:19:15.55+00
Pesponto,TNCV010,ALL BLACK,35,78,OVERLOQUE CB ALL BLACK,Finalizado,2026-04-02 18:11:28.111369+00,2026-04-02 18:19:15.55+00
Pesponto,TNCV010,ALL BLACK,36,102,OVERLOQUE CB ALL BLACK,Finalizado,2026-04-02 18:11:28.111369+00,2026-04-02 18:19:15.55+00
Pesponto,TNCV010,ALL BLACK,37,25,OVERLOQUE CB ALL BLACK,Finalizado,2026-04-02 18:11:28.111369+00,2026-04-02 18:19:15.55+00
Pesponto,TNCV010,ALL BLACK,38,50,OVERLOQUE CB ALL BLACK,Finalizado,2026-04-02 18:11:28.111369+00,2026-04-02 18:19:15.55+00
Pesponto,TNCV010,ALL BLACK,39,63,OVERLOQUE CB ALL BLACK,Finalizado,2026-04-02 18:11:28.111369+00,2026-04-02 18:19:15.55+00
Pesponto,TNCV010,ALL BLACK,40,24,OVERLOQUE CB ALL BLACK,Finalizado,2026-04-02 18:11:28.111369+00,2026-04-02 18:19:15.55+00
Pesponto,TNCV010,ALL BLACK,41,24,OVERLOQUE CB ALL BLACK,Finalizado,2026-04-02 18:11:28.111369+00,2026-04-02 18:19:15.55+00
Pesponto,TNCV010,ALL BLACK,42,24,OVERLOQUE CB ALL BLACK,Finalizado,2026-04-02 18:11:28.111369+00,2026-04-02 18:19:15.55+00
Pesponto,TNCV010,ALL BLACK,43,12,OVERLOQUE CB ALL BLACK,Finalizado,2026-04-02 18:11:28.111369+00,2026-04-02 18:19:15.55+00
Pesponto,TNCV010,LILAS,34,11,OVERLOQUE CB LILAS,Finalizado,2026-04-02 18:12:10.301183+00,2026-04-02 18:19:12.516+00
Pesponto,TNCV010,LILAS,35,24,OVERLOQUE CB LILAS,Finalizado,2026-04-02 18:12:10.301183+00,2026-04-02 18:19:12.516+00
Pesponto,TNCV010,LILAS,39,23,OVERLOQUE CB LILAS,Finalizado,2026-04-02 18:12:10.301183+00,2026-04-02 18:19:12.516+00
Pesponto,TNCV010,LILAS,40,8,OVERLOQUE CB LILAS,Finalizado,2026-04-02 18:12:10.301183+00,2026-04-02 18:19:12.516+00
Pesponto,TNCV010,LILAS,41,12,OVERLOQUE CB LILAS,Finalizado,2026-04-02 18:12:10.301183+00,2026-04-02 18:19:12.516+00
Pesponto,TNCV010,LILAS,42,10,OVERLOQUE CB LILAS,Finalizado,2026-04-02 18:12:10.301183+00,2026-04-02 18:19:12.516+00
Pesponto,TNCV010,LILAS,43,12,OVERLOQUE CB LILAS,Finalizado,2026-04-02 18:12:10.301183+00,2026-04-02 18:19:12.516+00
Pesponto,TNCV010,MILITAR,34,24,OVERLOQUE CB MILITAR,Finalizado,2026-04-02 18:12:37.176762+00,2026-04-02 18:19:10.03+00
Pesponto,TNCV010,MILITAR,35,38,OVERLOQUE CB MILITAR,Finalizado,2026-04-02 18:12:37.176762+00,2026-04-02 18:19:10.03+00
Pesponto,TNCV010,MILITAR,36,36,OVERLOQUE CB MILITAR,Finalizado,2026-04-02 18:12:37.176762+00,2026-04-02 18:19:10.03+00
Pesponto,TNCV010,MILITAR,37,36,OVERLOQUE CB MILITAR,Finalizado,2026-04-02 18:12:37.176762+00,2026-04-02 18:19:10.03+00
Pesponto,TNCV010,MILITAR,38,24,OVERLOQUE CB MILITAR,Finalizado,2026-04-02 18:12:37.176762+00,2026-04-02 18:19:10.03+00
Pesponto,TNCV010,MILITAR,39,24,OVERLOQUE CB MILITAR,Finalizado,2026-04-02 18:12:37.176762+00,2026-04-02 18:19:10.03+00
Pesponto,TNCV010,MILITAR,40,24,OVERLOQUE CB MILITAR,Finalizado,2026-04-02 18:12:37.176762+00,2026-04-02 18:19:10.03+00
Pesponto,TNCV010,MILITAR,41,24,OVERLOQUE CB MILITAR,Finalizado,2026-04-02 18:12:37.176762+00,2026-04-02 18:19:10.03+00
Pesponto,TNCV010,MILITAR,42,42,OVERLOQUE CB MILITAR,Finalizado,2026-04-02 18:12:37.176762+00,2026-04-02 18:19:10.03+00
Pesponto,TNCV010,MILITAR,43,36,OVERLOQUE CB MILITAR,Finalizado,2026-04-02 18:12:37.176762+00,2026-04-02 18:19:10.03+00
Pesponto,TNCV010,MILITAR,44,24,OVERLOQUE CB MILITAR,Finalizado,2026-04-02 18:12:37.176762+00,2026-04-02 18:19:10.03+00
Pesponto,TNCV010,MARROM,34,24,OVERLOQUE CB MARROM,Finalizado,2026-04-02 18:12:58.392643+00,2026-04-02 18:19:07.465+00
Pesponto,TNCV010,MARROM,38,24,OVERLOQUE CB MARROM,Finalizado,2026-04-02 18:12:58.392643+00,2026-04-02 18:19:07.465+00
Pesponto,TNCV010,MARROM,39,24,OVERLOQUE CB MARROM,Finalizado,2026-04-02 18:12:58.392643+00,2026-04-02 18:19:07.465+00
Pesponto,TNCV010,MARROM,40,24,OVERLOQUE CB MARROM,Finalizado,2026-04-02 18:12:58.392643+00,2026-04-02 18:19:07.465+00
Pesponto,TNCV010,MARROM,41,24,OVERLOQUE CB MARROM,Finalizado,2026-04-02 18:12:58.392643+00,2026-04-02 18:19:07.465+00
Pesponto,TNCV010,MARROM,42,24,OVERLOQUE CB MARROM,Finalizado,2026-04-02 18:12:58.392643+00,2026-04-02 18:19:07.465+00
Pesponto,TNCV010,MARROM,43,12,OVERLOQUE CB MARROM,Finalizado,2026-04-02 18:12:58.392643+00,2026-04-02 18:19:07.465+00
Pesponto,TNCV010,MARROM,44,12,OVERLOQUE CB MARROM,Finalizado,2026-04-02 18:12:58.392643+00,2026-04-02 18:19:07.465+00
Pesponto,TNCV010,ONCA,34,23,OVERLOQUE CB ONÇA,Finalizado,2026-04-02 18:13:41.56258+00,2026-04-02 18:19:05.171+00
Pesponto,TNCV010,ONCA,35,24,OVERLOQUE CB ONÇA,Finalizado,2026-04-02 18:13:41.56258+00,2026-04-02 18:19:05.171+00
Pesponto,TNCV010,ONCA,36,22,OVERLOQUE CB ONÇA,Finalizado,2026-04-02 18:13:41.56258+00,2026-04-02 18:19:05.171+00
Pesponto,TNCV010,ONCA,38,24,OVERLOQUE CB ONÇA,Finalizado,2026-04-02 18:13:41.56258+00,2026-04-02 18:19:05.171+00
Pesponto,TNCV010,ONCA,39,22,OVERLOQUE CB ONÇA,Finalizado,2026-04-02 18:13:41.56258+00,2026-04-02 18:19:05.171+00
Pesponto,TNCV010,ONCA,40,24,OVERLOQUE CB ONÇA,Finalizado,2026-04-02 18:13:41.56258+00,2026-04-02 18:19:05.171+00
Pesponto,TNCV010,ONCA,41,24,OVERLOQUE CB ONÇA,Finalizado,2026-04-02 18:13:41.56258+00,2026-04-02 18:19:05.171+00
Pesponto,TNCV010,ONCA,42,11,OVERLOQUE CB ONÇA,Finalizado,2026-04-02 18:13:41.56258+00,2026-04-02 18:19:05.171+00
Pesponto,TNCV010,ONCA,43,12,OVERLOQUE CB ONÇA,Finalizado,2026-04-02 18:13:41.56258+00,2026-04-02 18:19:05.171+00
Pesponto,TNCV010,ONCA,44,12,OVERLOQUE CB ONÇA,Finalizado,2026-04-02 18:13:41.56258+00,2026-04-02 18:19:05.171+00
Pesponto,TNCV010,PINK,34,9,OVERLOQUE CB PINK,Finalizado,2026-04-02 18:14:09.650364+00,2026-04-02 18:19:03.145+00
Pesponto,TNCV010,PINK,35,8,OVERLOQUE CB PINK,Finalizado,2026-04-02 18:14:09.650364+00,2026-04-02 18:19:03.145+00
Pesponto,TNCV010,PINK,36,6,OVERLOQUE CB PINK,Finalizado,2026-04-02 18:14:09.650364+00,2026-04-02 18:19:03.145+00
Pesponto,TNCV010,PINK,39,35,OVERLOQUE CB PINK,Finalizado,2026-04-02 18:14:09.650364+00,2026-04-02 18:19:03.145+00
Pesponto,TNCV010,PINK,40,35,OVERLOQUE CB PINK,Finalizado,2026-04-02 18:14:09.650364+00,2026-04-02 18:19:03.145+00
Pesponto,TNCV010,PINK,41,11,OVERLOQUE CB PINK,Finalizado,2026-04-02 18:14:09.650364+00,2026-04-02 18:19:03.145+00
Pesponto,TNCV010,PINK,42,9,OVERLOQUE CB PINK,Finalizado,2026-04-02 18:14:09.650364+00,2026-04-02 18:19:03.145+00
Pesponto,TNCV010,PINK,43,9,OVERLOQUE CB PINK,Finalizado,2026-04-02 18:14:09.650364+00,2026-04-02 18:19:03.145+00
Pesponto,TNCV010,PRETO,34,12,OVERLOQUE CB PRETO,Finalizado,2026-04-02 18:14:26.833448+00,2026-04-02 18:18:56.388+00
Pesponto,TNCV010,PRETO,35,24,OVERLOQUE CB PRETO,Finalizado,2026-04-02 18:14:26.833448+00,2026-04-02 18:18:56.388+00
Pesponto,TNCV010,PRETO,36,36,OVERLOQUE CB PRETO,Finalizado,2026-04-02 18:14:26.833448+00,2026-04-02 18:18:56.388+00
Pesponto,TNCV010,PRETO,37,36,OVERLOQUE CB PRETO,Finalizado,2026-04-02 18:14:26.833448+00,2026-04-02 18:18:56.388+00
Pesponto,TNCV010,PRETO,38,24,OVERLOQUE CB PRETO,Finalizado,2026-04-02 18:14:26.833448+00,2026-04-02 18:18:56.388+00
Pesponto,TNCV010,ROSA BB,34,12,OVERLOQUE CB ROSA BB,Finalizado,2026-04-02 18:14:52.018445+00,2026-04-02 18:18:53.783+00
Pesponto,TNCV010,ROSA BB,35,12,OVERLOQUE CB ROSA BB,Finalizado,2026-04-02 18:14:52.018445+00,2026-04-02 18:18:53.783+00
Pesponto,TNCV010,ROSA BB,36,12,OVERLOQUE CB ROSA BB,Finalizado,2026-04-02 18:14:52.018445+00,2026-04-02 18:18:53.783+00
Pesponto,TNCV010,ROSA BB,37,12,OVERLOQUE CB ROSA BB,Finalizado,2026-04-02 18:14:52.018445+00,2026-04-02 18:18:53.783+00
Pesponto,TNCV010,ROSA BB,38,12,OVERLOQUE CB ROSA BB,Finalizado,2026-04-02 18:14:52.018445+00,2026-04-02 18:18:53.783+00
Pesponto,TNCV010,ROSA BB,39,12,OVERLOQUE CB ROSA BB,Finalizado,2026-04-02 18:14:52.018445+00,2026-04-02 18:18:53.783+00
Pesponto,TNCV010,ROSA BB,40,12,OVERLOQUE CB ROSA BB,Finalizado,2026-04-02 18:14:52.018445+00,2026-04-02 18:18:53.783+00
Pesponto,TNCV010,TERRACOTA,34,23,OVERLOQUE CB TERRACOTA,Finalizado,2026-04-02 18:15:16.452868+00,2026-04-02 18:18:51.818+00
Pesponto,TNCV010,TERRACOTA,35,21,OVERLOQUE CB TERRACOTA,Finalizado,2026-04-02 18:15:16.452868+00,2026-04-02 18:18:51.818+00
Pesponto,TNCV010,TERRACOTA,36,16,OVERLOQUE CB TERRACOTA,Finalizado,2026-04-02 18:15:16.452868+00,2026-04-02 18:18:51.818+00
Pesponto,TNCV010,TERRACOTA,37,16,OVERLOQUE CB TERRACOTA,Finalizado,2026-04-02 18:15:16.452868+00,2026-04-02 18:18:51.818+00
Pesponto,TNCV010,TERRACOTA,38,12,OVERLOQUE CB TERRACOTA,Finalizado,2026-04-02 18:15:16.452868+00,2026-04-02 18:18:51.818+00
Pesponto,TNCV010,TERRACOTA,39,19,OVERLOQUE CB TERRACOTA,Finalizado,2026-04-02 18:15:16.452868+00,2026-04-02 18:18:51.818+00
Pesponto,TNCV010,TERRACOTA,40,18,OVERLOQUE CB TERRACOTA,Finalizado,2026-04-02 18:15:16.452868+00,2026-04-02 18:18:51.818+00
Pesponto,TNCV010,TERRACOTA,41,19,OVERLOQUE CB TERRACOTA,Finalizado,2026-04-02 18:15:16.452868+00,2026-04-02 18:18:51.818+00
Pesponto,TNCV010,TERRACOTA,42,19,OVERLOQUE CB TERRACOTA,Finalizado,2026-04-02 18:15:16.452868+00,2026-04-02 18:18:51.818+00
Pesponto,TNCV010,TERRACOTA,43,22,OVERLOQUE CB TERRACOTA,Finalizado,2026-04-02 18:15:16.452868+00,2026-04-02 18:18:51.818+00
Pesponto,TNCV010,TERRACOTA,44,12,OVERLOQUE CB TERRACOTA,Finalizado,2026-04-02 18:15:16.452868+00,2026-04-02 18:18:51.818+00
Pesponto,BTCV010,PRETO,34,32,OVERLOQUE CA PRETO,Finalizado,2026-04-02 18:17:07.368692+00,2026-04-02 18:18:49.45+00
Pesponto,BTCV010,PRETO,35,48,OVERLOQUE CA PRETO,Finalizado,2026-04-02 18:17:07.368692+00,2026-04-02 18:18:49.45+00
Pesponto,BTCV010,PRETO,36,72,OVERLOQUE CA PRETO,Finalizado,2026-04-02 18:17:07.368692+00,2026-04-02 18:18:49.45+00
Pesponto,BTCV010,PRETO,37,72,OVERLOQUE CA PRETO,Finalizado,2026-04-02 18:17:07.368692+00,2026-04-02 18:18:49.45+00
Pesponto,BTCV010,PRETO,38,72,OVERLOQUE CA PRETO,Finalizado,2026-04-02 18:17:07.368692+00,2026-04-02 18:18:49.45+00
Pesponto,BTCV010,PRETO,39,60,OVERLOQUE CA PRETO,Finalizado,2026-04-02 18:17:07.368692+00,2026-04-02 18:18:49.45+00
Pesponto,BTCV010,ALL BLACK,34,36,OVERLOQUE CA ALL BLACK,Finalizado,2026-04-02 18:18:13.531113+00,2026-04-02 18:18:47.208+00
Pesponto,BTCV010,ALL BLACK,35,36,OVERLOQUE CA ALL BLACK,Finalizado,2026-04-02 18:18:13.531113+00,2026-04-02 18:18:47.208+00
